disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
1717,MRPS25-related Mitochondrial ribosomal small subunit 25 deficiency,Combined oxidative phosphorylation deficiency type 50,NA,NA,MRPS25,MRPS25,,NA,619025,Autosomal Recessive,NA,NA
1718,PTCD3-related Mitochondrial ribosomal small subunit 39 deficiency,Combined oxidative phosphorylation deficiency 51,NA,COXPD51,PTCD3,PTCD3,,NA,619057,Autosomal Recessive,NA,NA
1719,MDH1-related Cytosolic malate dehydrogenase deficiency,Developmental and epileptic encephalopathy 88,NA,DEE88,MDH1,MDH1,,NA,618959,Autosomal Recessive,NA,NA
1720,TOMM70-related Multi-OXPHOS deficiency,NA,NA,NA,TOMM70,TOMM70,,NA,606081,Autosomal Recessive,NA,NA
1721,OXA1L-related Mitochondrial encephalopathy,NA,NA,NA,OXA1L,OXA1L,,NA,601066,Autosomal Recessive,NA,NA
1722,NME3-related Nucleoside diphosphate kinase 3 deficiency,NA,NA,NA,NME3,NME3,,NA,601817,Autosomal Recessive,NA,NA
1723,MCAT-related Mitochondrial malonyltransferase deficiency,Optic neuropathy MCAT,NA,NA,MCAT,MCAT,,NA,620583,Autosomal Recessive,NA,NA
1724,SPNS2-related Sphingosine-1-phosphate transporter deficiency,"Deafness, autosomal recessive 115",NA,618457,SPNS2,SPNS2,,NA,NA,Autosomal Recessive,NA,NA
1725,NOGENE-related Hyper-beta-alaninemia,NA,NA,NA,NA,NA,,NA,237400,NA,NA,NA
1726,SSR3-related Intellectual and developmental disabilities and sensorineural deafness (CDG),SSR3-CDG,NA,NA,SSR3,SSR3,,NA,606213,Autosomal Recessive,NA,NA
1727,MAN2B2-related Congenital disorder of glycosylation (CDG),MAN2B2-CDG,NA,NA,MAN2B2,MAN2B2,,NA,618899,Autosomal Recessive,NA,NA
1728,FAM20B-related Glycosaminoglycan xylosylkinase deficiency (CDG),FAM20B-CDG,Neonatal short limb dysplasia FAM20B,NA,FAM20B,FAM20B,,NA,611063,Autosomal Recessive,NA,NA
1729,BPNT2-related Golgi-resident phosphoadenosine phosphate phosphatase deficiency (CDG),BPNT2-CDG,"Chondrodysplasia with joint dislocations, gPAPP type",NA,BPNT2,BPNT2,,NA,614078,Autosomal Recessive,NA,NA
1730,"SLC10A7-related Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis (CDG)",SLC10A7-CDG,NA,NA,SLC10A7,SLC10A7,,NA,618363,Autosomal Recessive,NA,NA
1731,"PIGU-related Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis (CDG)",PIGU-CDG,NA,NEDBSS,PIGU,PIGU,,NA,618590,Autosomal Recessive,NA,NA
1732,"PIGK-related Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures (CDG)",PIGK-CDG,NA,NEDHCAS,PIGK,PIGK,,NA,618879,Autosomal Recessive,NA,NA
1733,"VMA21-related Myopathy, X-linked, with excessive autophagy (CDG)",VMA21-CDG,NA,MEAX,VMA21,VMA21,,NA,310440,X-linked-R (XLR),NA,NA
1734,UGDH-related Early infantile epileptic encephalopathy type 84 (CDG),UGDH-CDG,NA,DEE84,UGDH,UGDH,,NA,618792,Autosomal Recessive,NA,NA
1735,UGP2-related Early infantile epileptic encephalopathy type 83 (CDG),UGP2-CDG,NA,DEE83,UGP2,UGP2,,NA,618744,Autosomal Recessive,NA,NA
1736,SMPD4-related Neutral sphingomyelinase 3 deficiency,"Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies",NA,NEDMABA,SMPD4,SMPD4,,NA,618622,Autosomal Recessive,NA,NA
1737,NADSYN1-related NAD synthetase 1 deficiency,"Vertebral, cardiac, renal, and limb defects syndrome type 3",NA,VCRL3,NADSYN1,NADSYN1,,NA,618845,Autosomal Recessive,NA,NA
1738,PDXK-related Pyridoxal kinase deficiency,"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy",NA,HMSN6C,PDXK,PDXK,,NA,618511,Autosomal Recessive,yes,NA
1739,MOCS3-related Molybdopterin synthase sulfurase deficiency,NA,NA,NA,MOCS3,MOCS3,,NA,609277,Autosomal Recessive,NA,NA
1740,HEPHL1-related Hephastin-like protein 1 deficiency,"Abnormal hair, joint laxity, and developmental delay",NA,HJDD,HEPHL1,HEPHL1,,NA,261990,Autosomal Recessive,NA,NA
1742,"POGLUT1-related Muscular dystrophy, limb-girdle, type 2Z (CDG)",POGLUT1-CDG,NA,LGMDR21,POGLUT1,POGLUT1,,NA,615696,Autosomal Recessive,unknown,<1:1 000 000
1744,UQCRC1-related Parkinsonism with polyneuropathy,NA,NA,PKNPY,UQCRC1,UQCRC1,,NA,619279,Autosomal Dominant,NA,NA
1745,"POLR3GL-related Short stature, oligodontia, dysmorphic facies, and motor delay",Endosteal hyperostosis and oligodontia,NA,SOFM,POLR3GL,POLR3GL,,NA,619234,Autosomal Recessive,NA,NA
1746,VPS16-related Dystonia 30,NA,NA,DYT30,VPS16,VPS16,,NA,619291,"Autosomal Dominant, Autosomal Recessive",NA,NA
1747,VPS41-related Early onset dystonia,NA,NA,NA,VPS41,VPS41,,NA,605485,Autosomal Recessive,NA,NA
1748,"POLR3K-related Leukodystrophy, hypomyelinating, 21",NA,NA,HLD21,POLR3K,POLR3K,,NA,619310,Autosomal Recessive,NA,NA
1750,SLC30A5-related Perinatal lethal cardiomyopathy,NA,NA,NA,SLC30A5,SLC30A5,,NA,607819,Autosomal Recessive,NA,NA
1751,PGM2L1-related Phosphoglucomutase 2-like 1 deficiency,NA,NA,NA,PGM2L1,PGM2L1,,NA,611610,Autosomal Recessive,NA,NA
1752,BPGM- related Bisphosphoglycerate mutase deficiency,"Erythrocytosis, familial, 8",NA,ECYT8,BPGM,BPGM,,NA,222800,Autosomal Recessive,NA,NA
1753,GFAP-related Alexander disease,Alexander disease,NA,ALXDRD,GFAP,GFAP,,NA,203450,Autosomal Dominant,NA,NA
1754,NOGENE-related Diaminopentanuria,Cystine-lysinuria,NA,NA,NA,NA,,NA,222350,NA,NA,NA
1755,ADCK2-related CoQ-dependend myopathy,NA,NA,ADCK2,ADCK2,7q34,,NA,NA,Autosomal Dominant,NA,NA
1756,NR3C2-related Mineralocorticoid receptor superactivity,NA,NA,NR3C2,NR3C2,NR3C2,,NA,600983,NA,NA,NA
1757,GIMAP6-related Primary immune deficiency,NA,NA,GIMAP6,GIMAP6,GIMAP6,,NA,616960,Autosomal Recessive,NA,NA
1758,HPDL-related 4-Hydroxyphenylpyruvate dioxygenase-like protein deficiency,NA,NA,NEDSWMA,HPDL,HPDL,,NA,619026,Autosomal Recessive,NA,NA
1759,DNAJC30-related Leber's hereditary optic neuropathy,NA,NA,LHONAR,DNAJC30,DNAJC30,,NA,619382,Autosomal Recessive,NA,NA
1760,"ZFYVE19-related Cholestasis, progressive familial intrahepatic, 9",NA,NA,NA,ZFYVE19,ZFYVE19,,NA,619849,Autosomal Recessive,NA,NA
1761,SLC37A4-related Glucose-6-phosphate (G6P) transporter deficiency (CDG),SLC37A4-CDG,NA,SLC37A4-CDG,SLC37A4,SLC37A4,,NA,619525,Autosomal Dominant,NA,NA
1762,CREB3L3-related Hypertriglyceridemia 2,NA,NA,HYTG2,CREB3L3,CREB3L3,,NA,619324,Autosomal Dominant,NA,NA
1763,"RPL3L-related Cardiomyopathy, dilated, 2D",NA,NA,CMD2D,RPL3L,RPL3L,,NA,619371,Autosomal Recessive,NA,NA
1764,"PIGF-related Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome (CDG)","Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome",PIGF-CDG,OORS,PIGF,PIGF,,NA,619356,Autosomal Recessive,NA,NA
1765,STX5-related Syntaxin-5 deficiency (CDG),STX5-CDG,NA,STX5-CDG,STX5,STX5,,NA,620454,NA,NA,NA
1766,RINT1-related Infantile liver failure syndrome 3 (CDG),RINT1-CDG,NA,ILFS3,RINT1,RINT1,,NA,618641,Autosomal Recessive,NA,NA
1767,ATP9A-rerlated Neurodevelopmental disorder with poor growth and behavioral abnormalities,NA,NA,NEDGBA,ATP9A,ATP9A,,NA,609126,Autosomal Recessive,NA,NA
1768,"ATG7-related Spinocerebellar ataxia, autosomal recessive 31",NA,NA,SCAR31,ATG7,ATG7,,NA,619422,Autosomal Recessive,NA,NA
1769,C2orf69-related Combined oxidative phosphorylation deficiency 53,Combined oxidative phosphorylation deficiency 53,NA,COXPD53,C2orf69,C2orf69,,NA,619423,Autosomal Recessive,NA,NA
1770,"RBM28-related Alopecia, neurologic defects, and endocrinopathy syndrome",NA,NA,ANES,RBM28,RBM28,,NA,612079,Autosomal Recessive,NA,NA
1771,PLCH1-related Holoprosencephaly,NA,NA,NA,PLCH1,PLCH1,,NA,612835,Autosomal Recessive,NA,NA
1772,"SLC51A-related  Cholestasis, progressive familial intrahepatic, 6","Cholestasis, progressive familial intrahepatic, 6",NA,PFIC6,SLC51A,SLC51A,,NA,619484,Autosomal Recessive,NA,NA
1773,"SLC51B-related Bile acid malabsorption, primary, 2",NA,NA,PBAM2,SLC51B,SLC51B,,NA,619481,Autosomal Recessive,NA,NA
1774,ATP13A3-related ATPase deficiency,NA,NA,ATP13A3,ATP13A3,ATP13A3,,NA,610232,Autosomal Recessive,NA,NA
1775,"COL3A1-related Ehlers–Danlos syndrome, vascular type","Ehlers-Danlos syndrome, type IV",NA,EDSVASC,COL3A1,COL3A1,,NA,130050,Autosomal Dominant,no,NA
1776,COL1A1-related Caffey disease,Infantile cortical hyperostosis,NA,CAFYD,COL1A1,COL1A1,,NA,114000,Autosomal Dominant,yes,NA
1777,"COL1A1;COL1A2-related Ehlers-Danlos syndrome, arthrochalasia type 1",Arthrochalasis multiplex congenita,NA,EDSARTH1,COL1A1;COL1A2,COL1A1,,NA,130060,Autosomal Dominant,no,NA
1778,"COL1A1;COL1A2-related Osteogenesis imperfecta, autosomal dominant",Osteogenesis imperfecta tarda,Osteogenesis imperfecta with blue sclerae,OI1,COL1A1;COL1A2,COL1A1;COL1A2,,NA,166200,Autosomal Dominant,no,NA
1779,"COL1A1;COL1A2-related Osteogenesis imperfecta, types II","Osteogenesis imperfecta congenita, perinatal lethal form",Vrolik type of osteogenesis imperfecta,OI2,COL1A1;COL1A2,COL1A1;COL1A2,,NA,166210,"Autosomal Dominant, Autosomal Recessive",no,NA
1780,"COL1A1;COL1A2-related Osteogenesis imperfecta, types III","Osteogenesis imperfecta, progressively deforming, with normal sclerae",NA,OI3,COL1A1;COL1A2,COL1A1;COL1A2,,NA,259420,"Autosomal Dominant, Autosomal Recessive",no,NA
1781,"COL1A1; COL1A2-related Combined osteogenesis imperfecta, and Ehlers–Danlos syndrome 1",OIEDS syndrome 1,NA,OIEDS1,COL1A1; COL1A2,COL1A1;COL1A2,,NA,619115,Autosomal Dominant,no,NA
1782,"COL1A1;COL1A2-related Osteogenesis imperfecta, types IV",Osteogenesis imperfecta with normal sclerae,NA,OI4,COL1A1;COL1A2,COL1A1;COL1A2,,NA,166220,Autosomal Dominant,no,NA
1783,"COL1A2-related Ehlers–Danlos syndrome, cardiac valvular type",NA,NA,EDSCV,COL1A2,COL1A2,,NA,225320,Autosomal Recessive,no,NA
1784,"COL1A2-related Ehlers–Danlos syndrome, arthrochalasia type 2","Ehlers-Danlos syndrome, type VIIB",NA,EDSARTH2,COL1A2,COL1A2,,NA,617821,Autosomal Dominant,no,NA
1785,COL1A2-related Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2,OIEDS syndrome 2,NA,OIEDS2,COL1A2,COL1A2,,NA,619120,Autosomal Dominant,no,NA
1786,"COL2A1-related Achondrogenesis, type II or hypochondrogenesis","Achondrogenesis, Langer-Saldino type",Chondrogenesis imperfecta,ACG2,COL2A1,COL2A1,,NA,200610,Autosomal Dominant,no,NA
1787,COL2A1-related Avascular necrosis of the femoral head,Ischemic necrosis of femoral head,Osteonecrosis of femoral head,ANFH1,COL2A1,COL2A1,,NA,608805,Autosomal Dominant,NA,NA
1788,COL2A1-related Kniest dysplasia,NA,NA,NA,COL2A1,COL2A1,,NA,156550,Autosomal Dominant,no,NA
1789,COL2A1-related Czech dysplasia,"Pseudorheumatoid dysplasia, progressive, with hypoplastic toes",Spondyloepiphyseal dysplasia with precocious osteoarthritis,NA,COL2A1,COL2A1,,NA,609162,Autosomal Dominant,no,NA
1790,COL2A1-related Legg-Calve-Perthes disease,Legg-Perthes disease,Perthes disease,LCPD,COL2A1,COL2A1,,NA,150600,Autosomal Dominant,no,NA
1791,"COL2A1-related Platyspondylic skeletal dysplasia, Torrance type","Lethal short-limbed platyspondylic dwarfism, Torrance type","Thanatophoric dysplasia, Torrance variant",PLSDT,COL2A1,COL2A1,,NA,151210,Autosomal Dominant,no,NA
1792,COL2A1-related Osteoarthritis with mild chondrodysplasia,Namaqualand hip dysplasia,NA,OSCDP,COL2A1,COL2A1,,NA,604864,Autosomal Dominant,no,NA
1793,COL2A1-related Spondyloepiphyseal dysplasia congenita,SED congenita,NA,SEDC,COL2A1,COL2A1,,NA,183900,Autosomal Dominant,no,NA
1794,"COL2A1-related Spondyloepimetaphyseal dysplasia, Strudwick type",Dappled metaphysis syndrome,NA,SEMDSTWK,COL2A1,COL2A1,,NA,184250,Autosomal Dominant,no,NA
1795,"COL2A1-related Spondyloepiphyseal dysplasia, Stanescu type",NA,NA,SEDSTN,COL2A1,COL2A1,,NA,616583,Autosomal Dominant,no,NA
1796,COL2A1-related Spondyloperipheral dysplasia,Spondyloperipheral dysplasia with short ulna,NA,NA,COL2A1,COL2A1,,NA,271700,Autosomal Dominant,no,NA
1797,"COL2A1-related Stickler sydrome, type I, nonsyndromic ocular","Stickler syndrome, atypical",NA,NA,COL2A1,COL2A1,,NA,609508,Autosomal Dominant,no,NA
1798,"COL2A1-related Stickler sydrome, type I","Stickler syndrome, vitreous type 1","Arthroophthalmopathy, hereditary progressive",STL1,COL2A1,COL2A1,,NA,108300,Autosomal Dominant,no,NA
1799,COL3A1-related Polymicrogyria with or without vascular-type EDS,NA,NA,PMGEDSV,COL3A1,COL3A1,,NA,618343,Autosomal Recessive,no,NA
1800,"COL4A1-related Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps",NA,NA,HANAC,COL4A1,COL4A1,,NA,611773,Autosomal Dominant,no,NA
1801,COL4A1-related Brain small vessel disease with or without ocular anomalies,"Hemiplegia, infantile, with porencephaly",Brain small vessel disease with hemorrhage,BSVD1,COL4A1,COL4A1,,NA,175780,Autosomal Dominant,no,NA
1802,"COL4A1-related Microangiopathy and leukoencephalopathy, pontine, autosomal dominant",NA,NA,PADMAL,COL4A1,COL4A1,,NA,618564,Autosomal Dominant,no,NA
1803,COL4A2-related Brain small vessel disease 2,Porencephaly 2,Gould Syndrome 2,BSVD2,COL4A2,COL4A2,,NA,614483,Autosomal Dominant,no,NA
1804,"COL4A3;COL4A4-related Alport syndrome 2, autosomal recessive",NA,NA,ATS2,COL4A3;COL4A4,COL4A3;COL4A4,,NA,203780,Autosomal Recessive,no,NA
1805,"COL4A3-related Alport syndrome 3, autosomal dominant",NA,NA,ATS3,COL4A3,COL4A3,,NA,104200,Autosomal Dominant,no,NA
1806,"COL4A3;COL4A4-related Hematuria, benign familial",Thin-basement-membrane nephropathy,Thin membrane nephropathy,BFH,COL4A3;COL4A4,COL4A3;COL4A4,,NA,141200,Autosomal Dominant,no,NA
1807,"COL4A5-related Alport syndrome 1, X-linked","Nephropathy and deafness, x-linked",NA,ATS1,COL4A5,COL4A5,,NA,301050,X-linked-D (XLD),no,NA
1808,"COL4A5;COL4A6-related Leiomyomatosis, diffuse, with Alport syndrome",NA,NA,DLATS,COL4A5;COL4A6,COL4A5;COL4A6,,NA,308940,X-linked,no,NA
1809,"COL4A6-related Deafness, X-linked 6",NA,NA,DFNX6,COL4A6,COL4A6,,NA,300914,X-linked-D (XLD),no,NA
1810,"COL5A1;COL5A2-related Ehlers–Danlos syndrome, classic","Ehlers-danlos syndrome, gravis type",NA,EDSCL1,COL5A1;COL5A2,COL5A1;COL5A2,,NA,130000,Autosomal Dominant,no,NA
1811,"COL5A1- related Fibromuscular dysplasia, multifocal",NA,NA,FMDMF,COL5A1,COL5A1,,NA,619329,Autosomal Dominant,no,NA
1812,"COL5A2-related Ehlers–Danlos syndrome, classic type, 2","Ehlers Danlos syndrome, mitis type",NA,EDSCL2,COL5A2,COL5A2,,NA,130010,Autosomal Dominant,no,NA
1813,COL6A1;COL6A2;COL6A3-related Bethlem myopathy 1,"Myopathy, benign congenital, with contractures",NA,BTHLM1,COL6A1;COL6A2;COL6A3,COL6A1;COL6A2;COL6A3,,NA,158810,"Autosomal Dominant, Autosomal Recessive",no,NA
1815,COL6A1;COL6A2;COL6A3-related Ullrich congenital muscular dystrophy 1,Ullrich scleroatonic muscular dystrophy,NA,UCMD1,COL6A1;COL6A2;COL6A3,COL6A1;COL6A2;COL6A3,,NA,254090,"Autosomal Dominant, Autosomal Recessive",no,NA
1816,"COL6A2-related Myosclerosis, congenital","Myopathy, myosclerotic",NA,NA,COL6A2,COL6A2,,NA,255600,Autosomal Recessive,no,NA
1818,COL6A3-related Dystonia 27,NA,NA,DYT27,COL6A3,COL6A3,,NA,616411,Autosomal Recessive,no,NA
1819,"COL7A1-related Epidermolysis bullosa dystrophica, autosomal recessive",EBD inversa,NA,RDEB,COL7A1,COL7A1,,NA,226600,Autosomal Recessive,no,NA
1820,"COL7A1-related Epidermolysis bullosa dystrophica, autosomal dominant","Epidermolysis bullosa dystrophica, Cockayne-Touraine type","Pidermolysis bullosa dystrophica, Pasini type",DDEB,COL7A1,COL7A1,,NA,131750,Autosomal Dominant,no,NA
1821,"COL7A1-related Nail disorder, nonsyndromic congenital, 8","Toenail dystrophy, isolated",NA,NDNC8,COL7A1,COL7A1,,NA,607523,Autosomal Dominant,no,NA
1822,COL8A2-related Fuchs endothelial corneal dystrophy 1,Fuchs early-onset endothelial corneal dystrophy,NA,FECD1,COL8A2,COL8A2,,NA,136800,Autosomal Dominant,yes,NA
1823,COL8A2-related Posterior polymorphous corneal dystrophy 2,NA,NA,PPCD2,COL8A2,COL8A2,,NA,609140,Autosomal Dominant,yes,NA
1824,"COL9A1-related Stickler syndrome, type IV",NA,NA,STL4,COL9A1,COL9A1,,NA,614134,Autosomal Recessive,no,NA
1825,"COL9A1-related Epiphyseal dysplasia, multiple, 6",NA,NA,EDM6,COL9A1,COL9A1,,NA,614135,Autosomal Dominant,no,NA
1827,"COL9A2-related Stickler syndrome, type V",NA,NA,STL5,COL9A2,COL9A2,,NA,614284,Autosomal Recessive,no,NA
1828,"COL9A2-related Epiphyseal dysplasia, multiple, 2",NA,NA,EDM2,COL9A2,COL9A2,,NA,600204,Autosomal Dominant,no,NA
1830,"COL9A3-related Epiphyseal dysplasia, multiple, 3",NA,NA,EDM3,COL9A3,COL9A3,,NA,600969,Autosomal Dominant,no,NA
1831,"COL10A1-related Metaphyseal chondrodysplasia, Schmid type","Metaphyseal chondrodysplasia, Japanese type",NA,MCDS,COL10A1,COL10A1,,NA,156500,Autosomal Dominant,no,NA
1832,EDEM3-related Congenital disorder of glycosylation (CDG),"Congenital disorder of glycosylation, type 2V",NA,CDG2V,EDEM3,EDEM3,,NA,619493,Autosomal Recessive,NA,NA
1835,"COL11A1-related Deafness, autosomal dominant 37",NA,NA,DFNA37,COL11A1,COL11A1,,NA,618533,Autosomal Dominant,no,NA
1836,COL11A1-related Fibrochondrogenesis 1,NA,NA,FBCG1,COL11A1,COL11A1,,NA,228520,Autosomal Recessive,no,NA
1837,COL11A1-related Marshall syndrome,NA,NA,MRSHS,COL11A1,COL11A1,,NA,154780,Autosomal Dominant,no,NA
1838,"COL11A1-related Stickler syndrome, type II","Stickler syndrome, beaded vitreous type",NA,STL2,COL11A1,COL11A1,,NA,604841,Autosomal Dominant,no,NA
1839,"COL11A2-related Deafness, autosomal dominant 13",NA,NA,DFNA13,COL11A2,COL11A2,,NA,601868,Autosomal Dominant,no,NA
1840,"COL11A2-related Deafness, autosomal recessive 53",NA,NA,DFNB53,COL11A2,COL11A2,,NA,609706,Autosomal Recessive,no,NA
1841,COL11A2-related Fibrochondrogenesis 2,NA,NA,FBCG2,COL11A2,COL11A2,,NA,614524,"Autosomal Dominant, Autosomal Recessive",no,NA
1842,"COL11A2-related Otospondylomegaepiphyseal dysplasia, autosomal dominant","OSMED, heretozygous",Weissenbacher-Zweymuller Syndrome,OSMEDA,COL11A2,COL11A2,,NA,184840,Autosomal Dominant,no,NA
1844,"COL11A2-relatedOtospondylomegaepiphyseal dysplasia, autosomal recessive",Chondrodystrophy with sensorineural deafness,Nance-Insley syndrome,OSMEDB,COL11A2,COL11A2,,NA,215150,Autosomal Recessive,no,NA
1845,COL12A1-related Ullrich congenital muscular dystrophy 2,"Ehlers-Danlos Syndrome, Myopathic",NA,UCMD2,COL12A1,COL12A1,,NA,616470,Autosomal Recessive,no,NA
1846,COL12A1-related Bethlem myopathy 2,"Ehlers-Danlos syndrome, myopathic type",NA,BTHLM2,COL12A1,COL12A1,,NA,616471,Autosomal Dominant,no,NA
1847,"COL13A1-related Myasthenic syndrome, congenital, 19",NA,NA,CMS19,COL13A1,COL13A1,,NA,616720,Autosomal Recessive,no,NA
1848,COL18A1-related Knobloch syndrome 1,Retinal detachment and occipital encephalocele,NA,KNO1,COL18A1,COL18A1,,NA,267750,Autosomal Recessive,no,NA
1849,"COL17A1-related Epidermolysis bullosa, junctional 4, non-Herlitz type","Epidermolysis bullosa, junctional 4, Intermediate",NA,JEB4,COL17A1,COL17A1,,NA,619787,Autosomal Recessive,no,NA
1850,COL17A1-related Epithelial recurrent erosion dystrophy,"Corneal erosions, recurring hereditary",NA,ERED,COL17A1,COL17A1,,NA,122400,Autosomal Dominant,no,NA
1851,"COL25A1-related Fibrosis of extraocular muscles, congenital, 5",NA,NA,CFEOM5,COL25A1,COL25A1,,NA,616219,Autosomal Recessive,no,NA
1852,COL27A1-related Steel syndrome,"Dislocated hips and radial heads, carpal coalition, scoliosis, and short stature",NA,STLS,COL27A1,COL27A1,,NA,615155,Autosomal Recessive,no,NA
1853,"ACAN-related Spondyloepiphyseal dysplasia, Kimberley type",NA,NA,SEDK,ACAN,ACAN,,NA,608361,Autosomal Dominant,no,NA
1854,"ACAN-related Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans","Osteochondritis dissecans, short stature, and early-onset osteoarthritis",NA,SSOAOD,ACAN,ACAN,,NA,165800,Autosomal Dominant,no,NA
1855,"ACAN-related Spondyloepimetaphyseal dysplasia, aggrecan type",NA,NA,SEMDAG,ACAN,ACAN,,NA,612813,Autosomal Recessive,no,NA
1856,ASPN-related Lumbar disc degeneration,Intervertebral disc disease,NA,IDD,ASPN,ASPN,,NA,603932,Unknown,NA,NA
1857,ASPN-related Osteoarthritis susceptibility 3 (susceptibility to),Osteoarthritis of knee/hip,NA,OS3,ASPN,ASPN,,NA,607850,Unknown,NA,NA
1858,BGN-related Meester–Loeys syndrome,NA,NA,MRLS,BGN,BGN,,NA,300989,X-linked,no,NA
1859,"BGN-related Spondyloepimetaphyseal dysplasia, XL",NA,NA,SEMDX,BGN,BGN,,NA,300106,X-linked-R (XLR),no,NA
1860,"DCN-related Corneal dystrophy, congenital stromal",NA,NA,CSCD,DCN,DCN,,NA,610048,Autosomal Dominant,no,NA
1861,"HSPG2-related Dyssegmental dysplasia, Silverman-Handmaker type","Dyssegmental dwarfism, Silverman-Handmaker type",NA,DDSH,HSPG2,HSPG2,,NA,224410,Autosomal Recessive,no,NA
1862,"HSPG2-related Schwartz–Jampel syndrome, type 1","Myotonic myopathy, dwarfism, chondrodystrophy, and ocular and facial abnormalities",NA,SJS1,HSPG2,HSPG2,,NA,255800,Autosomal Recessive,no,NA
1863,"IMPG1-related Macular dystrophy, vitelliform, 4",NA,NA,VMD4,IMPG1,IMPG1,,NA,616151,"Autosomal Dominant, Autosomal Recessive",NA,NA
1864,IMPG1-related Retinitis pigmentosa 91,Bening concentric annular macular dystrophy,NA,RP91,IMPG1,IMPG1,,NA,153870,Autosomal Dominant,NA,NA
1865,"IMPG2-related Macular dystrophy, vitelliform, 5",NA,NA,VMD5,IMPG2,IMPG2,,NA,616152,Autosomal Dominant,no,NA
1866,IMPG2-related Retinitis pigmentosa 56,NA,NA,RP56,IMPG2,IMPG2,,NA,613581,Autosomal Recessive,no,NA
1867,"KERA-related Cornea plana 2, autosomal recessive",NA,NA,CNA2,KERA,KERA,,NA,217300,Autosomal Recessive,no,NA
1868,"NYX-related Night blindness, congenital stationary (complete), type 1A",Hemeralopia-myopia,NA,CSNB1A,NYX,NYX,,NA,310500,X-linked-R (XLR),no,NA
1869,PRG4-related Camptodactyly-arthropathy-coxa vara-pericarditis syndrome,Jacobs syndrome,Pericarditis-arthropathy-camptodactyly syndrome,CACP,PRG4,PRG4,,NA,208250,Autosomal Recessive,no,NA
1870,VCAN-related Wagner vitreoretinopathy,Erosive vitreoretinopathy,Hyaloideoretinal degeneration of Wagner,WGVRP,VCAN,VCAN,,NA,143200,Autosomal Dominant,no,NA
1883,"AGRN-related Myasthenic syndrome, congenital, 8",NA,NA,CMS8,AGRN,AGRN,,NA,615120,Autosomal Recessive,NA,NA
1884,"AMBN- related Amelogenesis imperfecta, type 1F","Amelogenesis imperfecta, hypoplastic type 1F",NA,AI1F,AMBN,AMBN,,NA,616270,Autosomal Recessive,no,NA
1885,"AMELX-related Amelogenesis imperfecta, type 1E","Enamel hypoplasia, x-linked",NA,AI1E,AMELX,AMELX,,NA,301200,X-linked-D (XLD),no,NA
1886,BMPER-related Diaphanospondylodysostosis,Defect in vertebral ossification with nephrogenic rests,NA,NA,BMPER,BMPER,,NA,608022,Autosomal Recessive,no,NA
1887,CILP;THBS2-related Intervertebral disc disease (susceptibility),Susceptibility to lumbar disc disease,NA,IDD,CILP;THBS2,CILP;THBS2,,NA,603932,Unknown,no,NA
1888,"COCH-related Deafness, autosomal dominant, 9",NA,NA,DFNA9,COCH,COCH,,NA,601369,Autosomal Dominant,no,NA
1889,"COCH-related Deafness, autosomal recessive 110",NA,NA,DFNB110,COCH,COCH,,NA,618094,Autosomal Recessive,no,NA
1890,"COLQ-related Myasthenic syndrome, congenital, 5",Engel congenital myasthenic syndrome,NA,CMS5,COLQ,COLQ,,NA,603034,Autosomal Recessive,NA,NA
1891,COMP-related Carpal tunnel syndrome 2,NA,NA,CTS2,COMP,COMP,,NA,619161,Autosomal Dominant,NA,NA
1892,"COMP-related Epiphyseal dysplasia, multiple, 1","Epiphyseal dysplasia, Fairbank type","Epiphyseal dysplasia, Ribbing type",EDM1,COMP,COMP,,NA,132400,Autosomal Dominant,NA,NA
1893,COMP-related Pseudoachondroplasia,"Spondyloepiphyseal dysplasia, pseudoachondroplastic",Pseudoachondroplastic dysplasia,PSACH,COMP,COMP,,NA,177170,Autosomal Dominant,NA,NA
1894,CRELD1-related Atrioventricular septal defect,NA,NA,AVSD2,CRELD1,CRELD1,,NA,606217,Autosomal Dominant,yes,NA
1895,CTHRC1-related Barrett esophagus,Barrett metaplasia,NA,NA,CTHRC1,CTHRC1,,NA,606217,Unknown,NA,NA
1896,"DMP1-related Hypophosphatemic rickets, autosomal recessive",NA,NA,ARHR1,DMP1,DMP1,,NA,241520,Autosomal Recessive,yes,NA
1897,"DSPP-related Deafness, autosomal dominant 39, with dentinogenesis",DGI1/DFNA39 syndrome,NA,DFNA39,DSPP,DSPP,,NA,605594,Autosomal Dominant,NA,NA
1898,"DSPP-related Dentin dysplasia, type II",Coronal dentin dysplasia,"Dentin dysplasia, Shields type ii",DTDP2,DSPP,DSPP,,NA,125420,Autosomal Dominant,no,NA
